gene	depth	guuid
GlpT	80	03ee2b1b-5658-4dad-a933-9bc457654c18
ParE	85	03ee2b1b-5658-4dad-a933-9bc457654c18
PmrB	75	03ee2b1b-5658-4dad-a933-9bc457654c18
PtsI	89	03ee2b1b-5658-4dad-a933-9bc457654c18
UhpT	80	03ee2b1b-5658-4dad-a933-9bc457654c18
GlpT	82	03f43fba-f88f-4349-94dd-eeb10bf8e50e
PmrB	89	03f43fba-f88f-4349-94dd-eeb10bf8e50e
GlpT	62	04007f45-f3e8-40b4-88a4-07803967c8ac
GyrA	62	04007f45-f3e8-40b4-88a4-07803967c8ac
PmrB	69	04007f45-f3e8-40b4-88a4-07803967c8ac
TEM-1	636	04007f45-f3e8-40b4-88a4-07803967c8ac
APH(3'')-Ib	143	0404accc-0e81-4ace-907f-bd965e5e7cf1
APH(6)-Id	168	0404accc-0e81-4ace-907f-bd965e5e7cf1
GlpT	73	0404accc-0e81-4ace-907f-bd965e5e7cf1
MarR	76	0404accc-0e81-4ace-907f-bd965e5e7cf1
PmrB	84	0404accc-0e81-4ace-907f-bd965e5e7cf1
Sul2	152	0404accc-0e81-4ace-907f-bd965e5e7cf1
TEM-1	173	0404accc-0e81-4ace-907f-bd965e5e7cf1
AadA1	67	040574aa-6068-475c-8d6d-3f1687eb77c7
DfrA1	69	040574aa-6068-475c-8d6d-3f1687eb77c7
GlpT	68	040574aa-6068-475c-8d6d-3f1687eb77c7
PmrB	69	040574aa-6068-475c-8d6d-3f1687eb77c7
Sat2	74	040574aa-6068-475c-8d6d-3f1687eb77c7
TEM-1	102	040574aa-6068-475c-8d6d-3f1687eb77c7
Tet(B)	111	040574aa-6068-475c-8d6d-3f1687eb77c7
GlpT	80	0423bff2-e91c-4e91-82b1-2943e681de2f
MarR	86	0423bff2-e91c-4e91-82b1-2943e681de2f
GlpT	16	0425a1a6-2ae5-4754-a394-34b71fd33b57
PmrB	25	0425a1a6-2ae5-4754-a394-34b71fd33b57
2'-phosphotransferase	125	04261a74-bb61-4851-9f19-5fd937fe84c0
APH(3'')-Ib	126	04261a74-bb61-4851-9f19-5fd937fe84c0
APH(6)-Id	120	04261a74-bb61-4851-9f19-5fd937fe84c0
AadA1	16	04261a74-bb61-4851-9f19-5fd937fe84c0
DfrA1	22	04261a74-bb61-4851-9f19-5fd937fe84c0
GlpT	68.5	04261a74-bb61-4851-9f19-5fd937fe84c0
MarR	51	04261a74-bb61-4851-9f19-5fd937fe84c0
PmrB	64	04261a74-bb61-4851-9f19-5fd937fe84c0
Sat2	21	04261a74-bb61-4851-9f19-5fd937fe84c0
Sul2	123	04261a74-bb61-4851-9f19-5fd937fe84c0
TEM-33	317	04261a74-bb61-4851-9f19-5fd937fe84c0
Tet(B)	37	04261a74-bb61-4851-9f19-5fd937fe84c0
APH(3'')-Ib	96	0427d9d9-0483-47be-884d-7ec408034770
APH(6)-Id	93	0427d9d9-0483-47be-884d-7ec408034770
CyaA	103	0427d9d9-0483-47be-884d-7ec408034770
GlpT	91	0427d9d9-0483-47be-884d-7ec408034770
GyrA	104	0427d9d9-0483-47be-884d-7ec408034770
Sul2	86	0427d9d9-0483-47be-884d-7ec408034770
TEM-1	187	0427d9d9-0483-47be-884d-7ec408034770
Tet(B)	224	0427d9d9-0483-47be-884d-7ec408034770
CyaA	73	043f73be-81d4-462b-b6fa-decd9d675e45
GlpT	67	043f73be-81d4-462b-b6fa-decd9d675e45
ParE	71	043f73be-81d4-462b-b6fa-decd9d675e45
UhpT	83	043f73be-81d4-462b-b6fa-decd9d675e45
APH(3'')-Ib	111	045cf886-9e90-49e2-9575-f1ad18c1e1fd
APH(6)-Id	111	045cf886-9e90-49e2-9575-f1ad18c1e1fd
GlpT	63	045cf886-9e90-49e2-9575-f1ad18c1e1fd
MarR	64	045cf886-9e90-49e2-9575-f1ad18c1e1fd
PmrB	66	045cf886-9e90-49e2-9575-f1ad18c1e1fd
Sul2	102	045cf886-9e90-49e2-9575-f1ad18c1e1fd
TEM-1	128	045cf886-9e90-49e2-9575-f1ad18c1e1fd
GlpT	79	0483d4c0-a16e-44e8-974c-f5e17c11d45a
GyrA	87	0483d4c0-a16e-44e8-974c-f5e17c11d45a
PmrB	89	0483d4c0-a16e-44e8-974c-f5e17c11d45a
GlpT	23	049eb92c-325c-4429-bfef-00e562c3661c
APH(3'')-Ib	92	04a23b73-077a-4500-8542-539ecb50bad3
APH(6)-Id	81	04a23b73-077a-4500-8542-539ecb50bad3
DfrA7	118	04a23b73-077a-4500-8542-539ecb50bad3
GlpT	76	04a23b73-077a-4500-8542-539ecb50bad3
PmrB	80	04a23b73-077a-4500-8542-539ecb50bad3
Sul2	82	04a23b73-077a-4500-8542-539ecb50bad3
Tet(A)	79	04a23b73-077a-4500-8542-539ecb50bad3
APH(3'')-Ib	210	04a99cb5-84a7-4f98-9da5-054ada5c9b3c
APH(6)-Id	166	04a99cb5-84a7-4f98-9da5-054ada5c9b3c
GlpT	89	04a99cb5-84a7-4f98-9da5-054ada5c9b3c
PmrB	115	04a99cb5-84a7-4f98-9da5-054ada5c9b3c
Sul2	225	04a99cb5-84a7-4f98-9da5-054ada5c9b3c
TEM-1	223	04a99cb5-84a7-4f98-9da5-054ada5c9b3c
GlpT	103	04b6c506-98f4-4dec-89a8-c78aa7b6d9fd
ParE	116.5	04b6c506-98f4-4dec-89a8-c78aa7b6d9fd
PmrB	114	04b6c506-98f4-4dec-89a8-c78aa7b6d9fd
PtsI	116	04b6c506-98f4-4dec-89a8-c78aa7b6d9fd
UhpT	114	04b6c506-98f4-4dec-89a8-c78aa7b6d9fd
1	133	04d114c1-afea-468c-925c-5f19c88439e3
AadA1	134	04d114c1-afea-468c-925c-5f19c88439e3
GlpT	90	04d114c1-afea-468c-925c-5f19c88439e3
PmrB	95	04d114c1-afea-468c-925c-5f19c88439e3
SHV-1	111	04d114c1-afea-468c-925c-5f19c88439e3
Sul1	111	04d114c1-afea-468c-925c-5f19c88439e3
1	80	0513f9ac-3a30-418f-afb2-47c75c76a6dc
AadA5	79	0513f9ac-3a30-418f-afb2-47c75c76a6dc
CatB3	97	0513f9ac-3a30-418f-afb2-47c75c76a6dc
DfrA1	86	0513f9ac-3a30-418f-afb2-47c75c76a6dc
GlpT	49	0513f9ac-3a30-418f-afb2-47c75c76a6dc
PmrB	55	0513f9ac-3a30-418f-afb2-47c75c76a6dc
Sul1	68	0513f9ac-3a30-418f-afb2-47c75c76a6dc
Tet(A)	73	0513f9ac-3a30-418f-afb2-47c75c76a6dc
1	79	051a523a-0619-4668-ab82-3037adb23ad0
2'-phosphotransferase	30	051a523a-0619-4668-ab82-3037adb23ad0
AAC(3)-IIe	48	051a523a-0619-4668-ab82-3037adb23ad0
AAC(6')-Ib-cr5	78	051a523a-0619-4668-ab82-3037adb23ad0
APH(3'')-Ib	75	051a523a-0619-4668-ab82-3037adb23ad0
APH(6)-Id	59	051a523a-0619-4668-ab82-3037adb23ad0
AadA5	76	051a523a-0619-4668-ab82-3037adb23ad0
CTX-M-15	76	051a523a-0619-4668-ab82-3037adb23ad0
CatB3	84	051a523a-0619-4668-ab82-3037adb23ad0
DfrA17	131	051a523a-0619-4668-ab82-3037adb23ad0
GlpT	42	051a523a-0619-4668-ab82-3037adb23ad0
GyrA	50	051a523a-0619-4668-ab82-3037adb23ad0
OXA-1	157	051a523a-0619-4668-ab82-3037adb23ad0
ParC	51	051a523a-0619-4668-ab82-3037adb23ad0
ParE	47	051a523a-0619-4668-ab82-3037adb23ad0
PmrB	48	051a523a-0619-4668-ab82-3037adb23ad0
PtsI	56	051a523a-0619-4668-ab82-3037adb23ad0
Sul1	42	051a523a-0619-4668-ab82-3037adb23ad0
Sul2	51	051a523a-0619-4668-ab82-3037adb23ad0
Tet(A)	69	051a523a-0619-4668-ab82-3037adb23ad0
UhpT	54	051a523a-0619-4668-ab82-3037adb23ad0
GlpT	48	051b3597-7cae-4853-b2ee-e3e1b12eb588
PmrB	55	051b3597-7cae-4853-b2ee-e3e1b12eb588
GlpT	78	0585084c-cca9-4ac6-8e73-c290e6a94493
PmrB	86	0585084c-cca9-4ac6-8e73-c290e6a94493
GlpT	37	058fae39-e236-4071-b3b0-5a9c908f38cd
PmrB	41	058fae39-e236-4071-b3b0-5a9c908f38cd
GlpT	83	059c56ff-a9e7-4ce7-8cf9-502eebf41c7c
PmrB	83	059c56ff-a9e7-4ce7-8cf9-502eebf41c7c
UhpT	97	059c56ff-a9e7-4ce7-8cf9-502eebf41c7c
CTX-M-15	67	05afd765-8069-453e-a218-aa73b10ae80e
GlpT	85	05afd765-8069-453e-a218-aa73b10ae80e
GyrA	76	05afd765-8069-453e-a218-aa73b10ae80e
O-acetyltransferase	179	05afd765-8069-453e-a218-aa73b10ae80e
ParC	82.5	05afd765-8069-453e-a218-aa73b10ae80e
ParE	88	05afd765-8069-453e-a218-aa73b10ae80e
PmrB	89	05afd765-8069-453e-a218-aa73b10ae80e
PtsI	87	05afd765-8069-453e-a218-aa73b10ae80e
UhpT	92	05afd765-8069-453e-a218-aa73b10ae80e
1	167	05b38397-9080-496b-86de-69d0a57fc9ab
APH(3'')-Ib	85	05b38397-9080-496b-86de-69d0a57fc9ab
APH(6)-Id	85.5	05b38397-9080-496b-86de-69d0a57fc9ab
CyaA	85	05b38397-9080-496b-86de-69d0a57fc9ab
DfrA7	173	05b38397-9080-496b-86de-69d0a57fc9ab
GlpT	74	05b38397-9080-496b-86de-69d0a57fc9ab
GyrA	81	05b38397-9080-496b-86de-69d0a57fc9ab
O-acetyltransferase	98	05b38397-9080-496b-86de-69d0a57fc9ab
ParC	82	05b38397-9080-496b-86de-69d0a57fc9ab
Sul1	136	05b38397-9080-496b-86de-69d0a57fc9ab
Sul2	73	05b38397-9080-496b-86de-69d0a57fc9ab
TEM-1	92	05b38397-9080-496b-86de-69d0a57fc9ab
Tet(D)	64	05b38397-9080-496b-86de-69d0a57fc9ab
GlpT	73	05c6d3c5-a2e3-4d57-916a-896707c0e7a3
PmrB	82	05c6d3c5-a2e3-4d57-916a-896707c0e7a3
TEM-1	74	05c6d3c5-a2e3-4d57-916a-896707c0e7a3
GlpT	73	05f73ffb-6463-4bfa-bd93-11cbf1dfd3f0
PmrB	82	05f73ffb-6463-4bfa-bd93-11cbf1dfd3f0
1	227	0624056a-9a05-499d-9907-f42533a082fe
ANT(6)-Ia	11	0624056a-9a05-499d-9907-f42533a082fe
APH(3')-IIIa	8	0624056a-9a05-499d-9907-f42533a082fe
AadA1	224	0624056a-9a05-499d-9907-f42533a082fe
DfrA5	122	0624056a-9a05-499d-9907-f42533a082fe
Erm(B)	10	0624056a-9a05-499d-9907-f42533a082fe
GlpT	88	0624056a-9a05-499d-9907-f42533a082fe
MarR	71	0624056a-9a05-499d-9907-f42533a082fe
O-acetyltransferase	6	0624056a-9a05-499d-9907-f42533a082fe
PmrB	109	0624056a-9a05-499d-9907-f42533a082fe
Sat4	10	0624056a-9a05-499d-9907-f42533a082fe
Sul1	184	0624056a-9a05-499d-9907-f42533a082fe
Tet(A)	195	0624056a-9a05-499d-9907-f42533a082fe
GlpT	66	06286bfb-e297-4bf6-bee4-75f8722feabe
ParE	95	06286bfb-e297-4bf6-bee4-75f8722feabe
PmrB	102	06286bfb-e297-4bf6-bee4-75f8722feabe
PtsI	80	06286bfb-e297-4bf6-bee4-75f8722feabe
UhpT	107	06286bfb-e297-4bf6-bee4-75f8722feabe
1	116	06359b5c-a64c-423c-9e28-70f3c1de2a27
2'-phosphotransferase	89	06359b5c-a64c-423c-9e28-70f3c1de2a27
AAC(6')-Ib-cr5	122	06359b5c-a64c-423c-9e28-70f3c1de2a27
AadA5	106	06359b5c-a64c-423c-9e28-70f3c1de2a27
CatB3	97	06359b5c-a64c-423c-9e28-70f3c1de2a27
DfrA17	103	06359b5c-a64c-423c-9e28-70f3c1de2a27
GlpT	40	06359b5c-a64c-423c-9e28-70f3c1de2a27
GyrA	45	06359b5c-a64c-423c-9e28-70f3c1de2a27
OXA-1	109	06359b5c-a64c-423c-9e28-70f3c1de2a27
ParC	53	06359b5c-a64c-423c-9e28-70f3c1de2a27
ParE	56	06359b5c-a64c-423c-9e28-70f3c1de2a27
PmrB	54	06359b5c-a64c-423c-9e28-70f3c1de2a27
PtsI	42	06359b5c-a64c-423c-9e28-70f3c1de2a27
Sul1	93	06359b5c-a64c-423c-9e28-70f3c1de2a27
Tet(A)	85	06359b5c-a64c-423c-9e28-70f3c1de2a27
UhpT	58	06359b5c-a64c-423c-9e28-70f3c1de2a27
2'-phosphotransferase	102	064dcc28-eebb-454d-8595-f061980ab5ad
GlpT	80	064dcc28-eebb-454d-8595-f061980ab5ad
O-acetyltransferase	128	064dcc28-eebb-454d-8595-f061980ab5ad
PmrB	80	064dcc28-eebb-454d-8595-f061980ab5ad
TEM-1	113	064dcc28-eebb-454d-8595-f061980ab5ad
Tet(B)	135	064dcc28-eebb-454d-8595-f061980ab5ad
1	140	0662dae5-2b3b-4d83-8981-bae4a82d225b
APH(3'')-Ib	133	0662dae5-2b3b-4d83-8981-bae4a82d225b
APH(6)-Id	134	0662dae5-2b3b-4d83-8981-bae4a82d225b
AadA1	134	0662dae5-2b3b-4d83-8981-bae4a82d225b
DfrA1	167	0662dae5-2b3b-4d83-8981-bae4a82d225b
GlpT	80	0662dae5-2b3b-4d83-8981-bae4a82d225b
PmrB	87	0662dae5-2b3b-4d83-8981-bae4a82d225b
Sul1	101	0662dae5-2b3b-4d83-8981-bae4a82d225b
Sul2	138	0662dae5-2b3b-4d83-8981-bae4a82d225b
TEM-30	150.5	0662dae5-2b3b-4d83-8981-bae4a82d225b
Tet(B)	153	0662dae5-2b3b-4d83-8981-bae4a82d225b
APH(3'')-Ib	1215	067e9a32-86d8-47cf-b5a2-54c1ff576be2
APH(3')-Ia	1238	067e9a32-86d8-47cf-b5a2-54c1ff576be2
APH(6)-Id	872	067e9a32-86d8-47cf-b5a2-54c1ff576be2
GlpT	112	067e9a32-86d8-47cf-b5a2-54c1ff576be2
MarR	103	067e9a32-86d8-47cf-b5a2-54c1ff576be2
O-acetyltransferase	132	067e9a32-86d8-47cf-b5a2-54c1ff576be2
PmrB	114	067e9a32-86d8-47cf-b5a2-54c1ff576be2
Sul2	1014	067e9a32-86d8-47cf-b5a2-54c1ff576be2
TEM-1	1088.5	067e9a32-86d8-47cf-b5a2-54c1ff576be2
Tet(A)	110	067e9a32-86d8-47cf-b5a2-54c1ff576be2
GlpT	65	06844b98-e67c-4a60-86ab-d8f75b24ab1d
MarR	64	06844b98-e67c-4a60-86ab-d8f75b24ab1d
PmrB	78	06844b98-e67c-4a60-86ab-d8f75b24ab1d
1	118	068c7cf1-7d11-439f-ab14-2b4b28254a34
APH(3'')-Ib	126	068c7cf1-7d11-439f-ab14-2b4b28254a34
APH(6)-Id	115.5	068c7cf1-7d11-439f-ab14-2b4b28254a34
AadA1	216	068c7cf1-7d11-439f-ab14-2b4b28254a34
DfrA1	105	068c7cf1-7d11-439f-ab14-2b4b28254a34
GlpT	77	068c7cf1-7d11-439f-ab14-2b4b28254a34
Lnu(G)	82	068c7cf1-7d11-439f-ab14-2b4b28254a34
PmrB	94	068c7cf1-7d11-439f-ab14-2b4b28254a34
Sul1	110	068c7cf1-7d11-439f-ab14-2b4b28254a34
TEM-1	125	068c7cf1-7d11-439f-ab14-2b4b28254a34
Tet(B)	211	068c7cf1-7d11-439f-ab14-2b4b28254a34
UhpT	106	068c7cf1-7d11-439f-ab14-2b4b28254a34
1	126	06912921-6676-4d4d-a2da-aa947403c554
AadA1	115	06912921-6676-4d4d-a2da-aa947403c554
GlpT	76	06912921-6676-4d4d-a2da-aa947403c554
PmrB	85	06912921-6676-4d4d-a2da-aa947403c554
SHV-1	100.5	06912921-6676-4d4d-a2da-aa947403c554
Sul1	113	06912921-6676-4d4d-a2da-aa947403c554
GlpT	150	06a0eba9-ff16-4640-8adc-f764a4b927a0
PmrB	177	06a0eba9-ff16-4640-8adc-f764a4b927a0
GlpT	87	06a6f7ac-e10b-4ce1-af6f-8635946e00c5
PmrB	85	06a6f7ac-e10b-4ce1-af6f-8635946e00c5
TEM-1	727.5	06a6f7ac-e10b-4ce1-af6f-8635946e00c5
Tet(A)	114	06a6f7ac-e10b-4ce1-af6f-8635946e00c5
APH(3'')-Ib	86	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
APH(6)-Id	68	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
GlpT	87	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
GyrA	93	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
O-acetyltransferase	118	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
PmrB	82	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
Sul2	68	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
TEM-1	113	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
Tet(A)	43	06dcfd16-9045-4ca3-8924-ef758e7c7ae5
GlpT	45	06de200b-a400-4f4e-b9a4-35bd217c2614
MarR	36	06de200b-a400-4f4e-b9a4-35bd217c2614
PmrB	44	06de200b-a400-4f4e-b9a4-35bd217c2614
CyaA	83	06e41e85-98fc-4841-9781-c1f709122ab5
GlpT	68	06e41e85-98fc-4841-9781-c1f709122ab5
ParE	77	06e41e85-98fc-4841-9781-c1f709122ab5
UhpT	79	06e41e85-98fc-4841-9781-c1f709122ab5
GlpT	77	06e7f3a8-87f3-4994-8e49-9afee1cf7e04
PmrB	75	06e7f3a8-87f3-4994-8e49-9afee1cf7e04
GlpT	77	0713f105-20ad-4651-9b6b-e479382e57ac
ParE	74	0713f105-20ad-4651-9b6b-e479382e57ac
PmrB	84	0713f105-20ad-4651-9b6b-e479382e57ac
PtsI	77	0713f105-20ad-4651-9b6b-e479382e57ac
UhpT	75	0713f105-20ad-4651-9b6b-e479382e57ac
CyaA	90	07354b68-6cf6-4d12-a755-824010c02314
GlpT	87	07354b68-6cf6-4d12-a755-824010c02314
ParE	86	07354b68-6cf6-4d12-a755-824010c02314
UhpT	94	07354b68-6cf6-4d12-a755-824010c02314
APH(3'')-Ib	81	0749a87b-af6a-4dad-b720-1e3eda595488
APH(6)-Id	77	0749a87b-af6a-4dad-b720-1e3eda595488
GlpT	54	0749a87b-af6a-4dad-b720-1e3eda595488
GyrA	52	0749a87b-af6a-4dad-b720-1e3eda595488
ParC	57	0749a87b-af6a-4dad-b720-1e3eda595488
ParE	53	0749a87b-af6a-4dad-b720-1e3eda595488
PmrB	56	0749a87b-af6a-4dad-b720-1e3eda595488
PtsI	50	0749a87b-af6a-4dad-b720-1e3eda595488
Sul2	73	0749a87b-af6a-4dad-b720-1e3eda595488
Tet(A)	67	0749a87b-af6a-4dad-b720-1e3eda595488
UhpT	55	0749a87b-af6a-4dad-b720-1e3eda595488
1	47	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
AadA1	43	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
DfrA1	40	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
GlpT	20	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
PmrB	24	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
Sul1	34	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
TEM-1	44	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
Tet(B)	38	074b5fe0-9fbd-4510-9e3c-a24c25a7b76a
APH(3'')-Ib	148	0756600d-3aaa-4e6d-903e-ca1013923338
APH(6)-Id	127	0756600d-3aaa-4e6d-903e-ca1013923338
GlpT	69	0756600d-3aaa-4e6d-903e-ca1013923338
MarR	58	0756600d-3aaa-4e6d-903e-ca1013923338
PmrB	77	0756600d-3aaa-4e6d-903e-ca1013923338
Sul2	150	0756600d-3aaa-4e6d-903e-ca1013923338
TEM-1	140	0756600d-3aaa-4e6d-903e-ca1013923338
GlpT	91	07576148-4cb2-4e97-b3fe-e50d876b41a1
PmrB	108	07576148-4cb2-4e97-b3fe-e50d876b41a1
CyaA	78	07758c44-c76b-4691-b921-d63bb5b82202
GlpT	89	07758c44-c76b-4691-b921-d63bb5b82202
TEM-1	5026	07758c44-c76b-4691-b921-d63bb5b82202
GlpT	74	0788cc5a-3b21-494a-af8f-fc39a5f942d9
GlpT	85	07aafd66-5d8d-48ef-8edf-843728d1fbf9
GyrA	97	07aafd66-5d8d-48ef-8edf-843728d1fbf9
MarR	75	07aafd66-5d8d-48ef-8edf-843728d1fbf9
PmrB	106	07aafd66-5d8d-48ef-8edf-843728d1fbf9
1	106	07ad17b3-89b5-4d9d-be76-ceaebf53849e
AadA1	114	07ad17b3-89b5-4d9d-be76-ceaebf53849e
GlpT	71	07ad17b3-89b5-4d9d-be76-ceaebf53849e
PmrB	79	07ad17b3-89b5-4d9d-be76-ceaebf53849e
SHV-1	95	07ad17b3-89b5-4d9d-be76-ceaebf53849e
Sul1	96	07ad17b3-89b5-4d9d-be76-ceaebf53849e
Tet(D)	124	07ad17b3-89b5-4d9d-be76-ceaebf53849e
GlpT	75	07d063aa-c4dd-4abe-88f0-77d1cb4e619e
UhpT	76	07d063aa-c4dd-4abe-88f0-77d1cb4e619e
APH(3'')-Ib	120	07ee020a-82dc-4527-8301-c3da862bd0e0
APH(6)-Id	118	07ee020a-82dc-4527-8301-c3da862bd0e0
GlpT	72	07ee020a-82dc-4527-8301-c3da862bd0e0
PmrB	79	07ee020a-82dc-4527-8301-c3da862bd0e0
Sul2	109	07ee020a-82dc-4527-8301-c3da862bd0e0
TEM-1	567.5	07ee020a-82dc-4527-8301-c3da862bd0e0
1	131	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
APH(3'')-Ib	148	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
APH(6)-Id	144	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
AadA1	137	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
DfrA1	157	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
GlpT	88	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
GyrA	90	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
PmrB	83	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
Sul1	124	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
Sul2	130	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
TEM-1	139	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
Tet(B)	153	07f7ca5d-acf9-4824-acdb-b3a5077ee7ca
CyaA	52	07fa1fe6-4b98-4567-bac3-d4bc490c2ca6
GlpT	45	07fa1fe6-4b98-4567-bac3-d4bc490c2ca6
GlpT	60	08110dce-3d4b-4c56-8fe7-df2d29133bbc
GyrA	66	08110dce-3d4b-4c56-8fe7-df2d29133bbc
PmrB	64	08110dce-3d4b-4c56-8fe7-df2d29133bbc
TEM-1	812	08110dce-3d4b-4c56-8fe7-df2d29133bbc
1	147	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
2'-phosphotransferase	132	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
APH(3'')-Ib	153	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
APH(6)-Id	124	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
AadA5	157	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
CyaA	93	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
DfrA17	179	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
GlpT	89	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
GyrA	89	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
Sul1	126	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
Sul2	145	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
TEM-1	149.5	081f6f17-bbe9-4088-8b1f-6e5560cd1a13
GlpT	72	0843169b-3ae7-40f5-9086-b93a18d133be
MarR	65	0843169b-3ae7-40f5-9086-b93a18d133be
GlpT	61	085f3158-e8a9-46a7-be3f-bbac2a357e78
PmrB	73	085f3158-e8a9-46a7-be3f-bbac2a357e78
TEM-1	189	085f3158-e8a9-46a7-be3f-bbac2a357e78
UhpT	80	085f3158-e8a9-46a7-be3f-bbac2a357e78
1	68	086d7751-ee8e-47d6-b391-3de69de8ccea
APH(3'')-Ib	157	086d7751-ee8e-47d6-b391-3de69de8ccea
APH(6)-Id	131	086d7751-ee8e-47d6-b391-3de69de8ccea
DfrA7	54	086d7751-ee8e-47d6-b391-3de69de8ccea
GlpT	72	086d7751-ee8e-47d6-b391-3de69de8ccea
O-acetyltransferase	71	086d7751-ee8e-47d6-b391-3de69de8ccea
Sul1	79	086d7751-ee8e-47d6-b391-3de69de8ccea
Sul2	142	086d7751-ee8e-47d6-b391-3de69de8ccea
TEM-1	127	086d7751-ee8e-47d6-b391-3de69de8ccea
Tet(A)	76	086d7751-ee8e-47d6-b391-3de69de8ccea
UhpT	77	086d7751-ee8e-47d6-b391-3de69de8ccea
APH(3'')-Ib	496	08950ca2-5b0b-4068-8305-33c608a6cacc
APH(6)-Id	497.5	08950ca2-5b0b-4068-8305-33c608a6cacc
DfrA14	443	08950ca2-5b0b-4068-8305-33c608a6cacc
GlpT	86	08950ca2-5b0b-4068-8305-33c608a6cacc
PmrB	92	08950ca2-5b0b-4068-8305-33c608a6cacc
Sul2	472	08950ca2-5b0b-4068-8305-33c608a6cacc
TEM-1	150	08950ca2-5b0b-4068-8305-33c608a6cacc
AAC(3)-IIe	73	089e08e4-894e-4ecf-8169-c23d29288cd3
AAC(6')-Ib-cr5	91	089e08e4-894e-4ecf-8169-c23d29288cd3
CTX-M-15	79	089e08e4-894e-4ecf-8169-c23d29288cd3
CatB3	80	089e08e4-894e-4ecf-8169-c23d29288cd3
GlpT	75	089e08e4-894e-4ecf-8169-c23d29288cd3
GyrA	78	089e08e4-894e-4ecf-8169-c23d29288cd3
OXA-1	128	089e08e4-894e-4ecf-8169-c23d29288cd3
ParC	76	089e08e4-894e-4ecf-8169-c23d29288cd3
ParE	84	089e08e4-894e-4ecf-8169-c23d29288cd3
PmrB	73	089e08e4-894e-4ecf-8169-c23d29288cd3
PtsI	81	089e08e4-894e-4ecf-8169-c23d29288cd3
UhpT	81	089e08e4-894e-4ecf-8169-c23d29288cd3
GlpT	86	08a8eedd-3da9-4721-ad08-84392ac25887
MarR	77	08a8eedd-3da9-4721-ad08-84392ac25887
PmrB	89	08a8eedd-3da9-4721-ad08-84392ac25887
UhpT	106	08a8eedd-3da9-4721-ad08-84392ac25887
APH(3'')-Ib	187	08a9172f-46a4-4495-a0bb-7a993a446913
APH(6)-Id	176	08a9172f-46a4-4495-a0bb-7a993a446913
GlpT	79	08a9172f-46a4-4495-a0bb-7a993a446913
MarR	61	08a9172f-46a4-4495-a0bb-7a993a446913
PmrB	92	08a9172f-46a4-4495-a0bb-7a993a446913
Sul2	183	08a9172f-46a4-4495-a0bb-7a993a446913
TEM-1	168	08a9172f-46a4-4495-a0bb-7a993a446913
GlpT	66	08aa8736-ab5f-42d1-a980-15ad0e3c872c
GyrA	73	08aa8736-ab5f-42d1-a980-15ad0e3c872c
MarR	56	08aa8736-ab5f-42d1-a980-15ad0e3c872c
PmrB	90	08aa8736-ab5f-42d1-a980-15ad0e3c872c
APH(3'')-Ib	120	08cc2f3d-d935-4520-9588-bcedfb3366f2
APH(6)-Id	115	08cc2f3d-d935-4520-9588-bcedfb3366f2
CyaA	78	08cc2f3d-d935-4520-9588-bcedfb3366f2
GlpT	74	08cc2f3d-d935-4520-9588-bcedfb3366f2
Sul2	123	08cc2f3d-d935-4520-9588-bcedfb3366f2
TEM-1	108	08cc2f3d-d935-4520-9588-bcedfb3366f2
Tet(B)	113	08cc2f3d-d935-4520-9588-bcedfb3366f2
